File Path,Type of SNR,Type of Machine,Model Number,Status,File Name
datasets/6_dB_valve/valve/id_00/abnormal/00000027.wav,6_dB_valve,valve,id_00,abnormal,00000027.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000028.wav,6_dB_valve,valve,id_00,abnormal,00000028.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000029.wav,6_dB_valve,valve,id_00,abnormal,00000029.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000030.wav,6_dB_valve,valve,id_00,abnormal,00000030.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000031.wav,6_dB_valve,valve,id_00,abnormal,00000031.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000032.wav,6_dB_valve,valve,id_00,abnormal,00000032.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000033.wav,6_dB_valve,valve,id_00,abnormal,00000033.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000034.wav,6_dB_valve,valve,id_00,abnormal,00000034.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000035.wav,6_dB_valve,valve,id_00,abnormal,00000035.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000036.wav,6_dB_valve,valve,id_00,abnormal,00000036.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000037.wav,6_dB_valve,valve,id_00,abnormal,00000037.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000038.wav,6_dB_valve,valve,id_00,abnormal,00000038.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000039.wav,6_dB_valve,valve,id_00,abnormal,00000039.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000040.wav,6_dB_valve,valve,id_00,abnormal,00000040.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000041.wav,6_dB_valve,valve,id_00,abnormal,00000041.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000042.wav,6_dB_valve,valve,id_00,abnormal,00000042.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000043.wav,6_dB_valve,valve,id_00,abnormal,00000043.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000044.wav,6_dB_valve,valve,id_00,abnormal,00000044.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000045.wav,6_dB_valve,valve,id_00,abnormal,00000045.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000046.wav,6_dB_valve,valve,id_00,abnormal,00000046.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000047.wav,6_dB_valve,valve,id_00,abnormal,00000047.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000048.wav,6_dB_valve,valve,id_00,abnormal,00000048.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000049.wav,6_dB_valve,valve,id_00,abnormal,00000049.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000050.wav,6_dB_valve,valve,id_00,abnormal,00000050.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000051.wav,6_dB_valve,valve,id_00,abnormal,00000051.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000052.wav,6_dB_valve,valve,id_00,abnormal,00000052.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000053.wav,6_dB_valve,valve,id_00,abnormal,00000053.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000054.wav,6_dB_valve,valve,id_00,abnormal,00000054.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000055.wav,6_dB_valve,valve,id_00,abnormal,00000055.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000056.wav,6_dB_valve,valve,id_00,abnormal,00000056.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000057.wav,6_dB_valve,valve,id_00,abnormal,00000057.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000058.wav,6_dB_valve,valve,id_00,abnormal,00000058.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000059.wav,6_dB_valve,valve,id_00,abnormal,00000059.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000060.wav,6_dB_valve,valve,id_00,abnormal,00000060.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000061.wav,6_dB_valve,valve,id_00,abnormal,00000061.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000062.wav,6_dB_valve,valve,id_00,abnormal,00000062.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000063.wav,6_dB_valve,valve,id_00,abnormal,00000063.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000064.wav,6_dB_valve,valve,id_00,abnormal,00000064.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000065.wav,6_dB_valve,valve,id_00,abnormal,00000065.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000066.wav,6_dB_valve,valve,id_00,abnormal,00000066.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000067.wav,6_dB_valve,valve,id_00,abnormal,00000067.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000068.wav,6_dB_valve,valve,id_00,abnormal,00000068.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000069.wav,6_dB_valve,valve,id_00,abnormal,00000069.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000070.wav,6_dB_valve,valve,id_00,abnormal,00000070.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000071.wav,6_dB_valve,valve,id_00,abnormal,00000071.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000072.wav,6_dB_valve,valve,id_00,abnormal,00000072.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000073.wav,6_dB_valve,valve,id_00,abnormal,00000073.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000074.wav,6_dB_valve,valve,id_00,abnormal,00000074.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000075.wav,6_dB_valve,valve,id_00,abnormal,00000075.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000076.wav,6_dB_valve,valve,id_00,abnormal,00000076.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000077.wav,6_dB_valve,valve,id_00,abnormal,00000077.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000078.wav,6_dB_valve,valve,id_00,abnormal,00000078.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000079.wav,6_dB_valve,valve,id_00,abnormal,00000079.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000080.wav,6_dB_valve,valve,id_00,abnormal,00000080.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000081.wav,6_dB_valve,valve,id_00,abnormal,00000081.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000082.wav,6_dB_valve,valve,id_00,abnormal,00000082.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000083.wav,6_dB_valve,valve,id_00,abnormal,00000083.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000084.wav,6_dB_valve,valve,id_00,abnormal,00000084.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000085.wav,6_dB_valve,valve,id_00,abnormal,00000085.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000086.wav,6_dB_valve,valve,id_00,abnormal,00000086.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000087.wav,6_dB_valve,valve,id_00,abnormal,00000087.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000088.wav,6_dB_valve,valve,id_00,abnormal,00000088.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000089.wav,6_dB_valve,valve,id_00,abnormal,00000089.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000090.wav,6_dB_valve,valve,id_00,abnormal,00000090.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000091.wav,6_dB_valve,valve,id_00,abnormal,00000091.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000092.wav,6_dB_valve,valve,id_00,abnormal,00000092.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000093.wav,6_dB_valve,valve,id_00,abnormal,00000093.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000094.wav,6_dB_valve,valve,id_00,abnormal,00000094.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000095.wav,6_dB_valve,valve,id_00,abnormal,00000095.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000096.wav,6_dB_valve,valve,id_00,abnormal,00000096.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000097.wav,6_dB_valve,valve,id_00,abnormal,00000097.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000098.wav,6_dB_valve,valve,id_00,abnormal,00000098.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000099.wav,6_dB_valve,valve,id_00,abnormal,00000099.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000100.wav,6_dB_valve,valve,id_00,abnormal,00000100.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000101.wav,6_dB_valve,valve,id_00,abnormal,00000101.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000102.wav,6_dB_valve,valve,id_00,abnormal,00000102.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000103.wav,6_dB_valve,valve,id_00,abnormal,00000103.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000104.wav,6_dB_valve,valve,id_00,abnormal,00000104.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000105.wav,6_dB_valve,valve,id_00,abnormal,00000105.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000106.wav,6_dB_valve,valve,id_00,abnormal,00000106.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000107.wav,6_dB_valve,valve,id_00,abnormal,00000107.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000108.wav,6_dB_valve,valve,id_00,abnormal,00000108.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000109.wav,6_dB_valve,valve,id_00,abnormal,00000109.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000110.wav,6_dB_valve,valve,id_00,abnormal,00000110.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000111.wav,6_dB_valve,valve,id_00,abnormal,00000111.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000112.wav,6_dB_valve,valve,id_00,abnormal,00000112.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000113.wav,6_dB_valve,valve,id_00,abnormal,00000113.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000114.wav,6_dB_valve,valve,id_00,abnormal,00000114.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000115.wav,6_dB_valve,valve,id_00,abnormal,00000115.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000116.wav,6_dB_valve,valve,id_00,abnormal,00000116.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000117.wav,6_dB_valve,valve,id_00,abnormal,00000117.wav
datasets/6_dB_valve/valve/id_00/abnormal/00000118.wav,6_dB_valve,valve,id_00,abnormal,00000118.wav
datasets/6_dB_valve/valve/id_00/normal/00000000.wav,6_dB_valve,valve,id_00,normal,00000000.wav
datasets/6_dB_valve/valve/id_00/normal/00000001.wav,6_dB_valve,valve,id_00,normal,00000001.wav
datasets/6_dB_valve/valve/id_00/normal/00000002.wav,6_dB_valve,valve,id_00,normal,00000002.wav
datasets/6_dB_valve/valve/id_00/normal/00000003.wav,6_dB_valve,valve,id_00,normal,00000003.wav
datasets/6_dB_valve/valve/id_00/normal/00000004.wav,6_dB_valve,valve,id_00,normal,00000004.wav
datasets/6_dB_valve/valve/id_00/normal/00000005.wav,6_dB_valve,valve,id_00,normal,00000005.wav
datasets/6_dB_valve/valve/id_00/normal/00000006.wav,6_dB_valve,valve,id_00,normal,00000006.wav
datasets/6_dB_valve/valve/id_00/normal/00000007.wav,6_dB_valve,valve,id_00,normal,00000007.wav
datasets/6_dB_valve/valve/id_00/normal/00000008.wav,6_dB_valve,valve,id_00,normal,00000008.wav
datasets/6_dB_valve/valve/id_00/normal/00000009.wav,6_dB_valve,valve,id_00,normal,00000009.wav
datasets/6_dB_valve/valve/id_00/normal/00000010.wav,6_dB_valve,valve,id_00,normal,00000010.wav
datasets/6_dB_valve/valve/id_00/normal/00000011.wav,6_dB_valve,valve,id_00,normal,00000011.wav
datasets/6_dB_valve/valve/id_00/normal/00000012.wav,6_dB_valve,valve,id_00,normal,00000012.wav
datasets/6_dB_valve/valve/id_00/normal/00000013.wav,6_dB_valve,valve,id_00,normal,00000013.wav
datasets/6_dB_valve/valve/id_00/normal/00000014.wav,6_dB_valve,valve,id_00,normal,00000014.wav
datasets/6_dB_valve/valve/id_00/normal/00000015.wav,6_dB_valve,valve,id_00,normal,00000015.wav
datasets/6_dB_valve/valve/id_00/normal/00000016.wav,6_dB_valve,valve,id_00,normal,00000016.wav
datasets/6_dB_valve/valve/id_00/normal/00000017.wav,6_dB_valve,valve,id_00,normal,00000017.wav
datasets/6_dB_valve/valve/id_00/normal/00000018.wav,6_dB_valve,valve,id_00,normal,00000018.wav
datasets/6_dB_valve/valve/id_00/normal/00000019.wav,6_dB_valve,valve,id_00,normal,00000019.wav
datasets/6_dB_valve/valve/id_00/normal/00000020.wav,6_dB_valve,valve,id_00,normal,00000020.wav
datasets/6_dB_valve/valve/id_00/normal/00000021.wav,6_dB_valve,valve,id_00,normal,00000021.wav
datasets/6_dB_valve/valve/id_00/normal/00000022.wav,6_dB_valve,valve,id_00,normal,00000022.wav
datasets/6_dB_valve/valve/id_00/normal/00000023.wav,6_dB_valve,valve,id_00,normal,00000023.wav
datasets/6_dB_valve/valve/id_00/normal/00000024.wav,6_dB_valve,valve,id_00,normal,00000024.wav
datasets/6_dB_valve/valve/id_00/normal/00000025.wav,6_dB_valve,valve,id_00,normal,00000025.wav
datasets/6_dB_valve/valve/id_00/normal/00000026.wav,6_dB_valve,valve,id_00,normal,00000026.wav
datasets/6_dB_valve/valve/id_00/normal/00000027.wav,6_dB_valve,valve,id_00,normal,00000027.wav
datasets/6_dB_valve/valve/id_00/normal/00000028.wav,6_dB_valve,valve,id_00,normal,00000028.wav
datasets/6_dB_valve/valve/id_00/normal/00000029.wav,6_dB_valve,valve,id_00,normal,00000029.wav
datasets/6_dB_valve/valve/id_00/normal/00000030.wav,6_dB_valve,valve,id_00,normal,00000030.wav
datasets/6_dB_valve/valve/id_00/normal/00000031.wav,6_dB_valve,valve,id_00,normal,00000031.wav
datasets/6_dB_valve/valve/id_00/normal/00000032.wav,6_dB_valve,valve,id_00,normal,00000032.wav
datasets/6_dB_valve/valve/id_00/normal/00000033.wav,6_dB_valve,valve,id_00,normal,00000033.wav
datasets/6_dB_valve/valve/id_00/normal/00000034.wav,6_dB_valve,valve,id_00,normal,00000034.wav
datasets/6_dB_valve/valve/id_00/normal/00000035.wav,6_dB_valve,valve,id_00,normal,00000035.wav
datasets/6_dB_valve/valve/id_00/normal/00000036.wav,6_dB_valve,valve,id_00,normal,00000036.wav
datasets/6_dB_valve/valve/id_00/normal/00000037.wav,6_dB_valve,valve,id_00,normal,00000037.wav
datasets/6_dB_valve/valve/id_00/normal/00000038.wav,6_dB_valve,valve,id_00,normal,00000038.wav
datasets/6_dB_valve/valve/id_00/normal/00000039.wav,6_dB_valve,valve,id_00,normal,00000039.wav
datasets/6_dB_valve/valve/id_00/normal/00000040.wav,6_dB_valve,valve,id_00,normal,00000040.wav
datasets/6_dB_valve/valve/id_00/normal/00000041.wav,6_dB_valve,valve,id_00,normal,00000041.wav
datasets/6_dB_valve/valve/id_00/normal/00000042.wav,6_dB_valve,valve,id_00,normal,00000042.wav
datasets/6_dB_valve/valve/id_00/normal/00000043.wav,6_dB_valve,valve,id_00,normal,00000043.wav
datasets/6_dB_valve/valve/id_00/normal/00000044.wav,6_dB_valve,valve,id_00,normal,00000044.wav
datasets/6_dB_valve/valve/id_00/normal/00000045.wav,6_dB_valve,valve,id_00,normal,00000045.wav
datasets/6_dB_valve/valve/id_00/normal/00000046.wav,6_dB_valve,valve,id_00,normal,00000046.wav
datasets/6_dB_valve/valve/id_00/normal/00000047.wav,6_dB_valve,valve,id_00,normal,00000047.wav
datasets/6_dB_valve/valve/id_00/normal/00000048.wav,6_dB_valve,valve,id_00,normal,00000048.wav
datasets/6_dB_valve/valve/id_00/normal/00000049.wav,6_dB_valve,valve,id_00,normal,00000049.wav
datasets/6_dB_valve/valve/id_00/normal/00000050.wav,6_dB_valve,valve,id_00,normal,00000050.wav
datasets/6_dB_valve/valve/id_00/normal/00000051.wav,6_dB_valve,valve,id_00,normal,00000051.wav
datasets/6_dB_valve/valve/id_00/normal/00000052.wav,6_dB_valve,valve,id_00,normal,00000052.wav
datasets/6_dB_valve/valve/id_00/normal/00000053.wav,6_dB_valve,valve,id_00,normal,00000053.wav
datasets/6_dB_valve/valve/id_00/normal/00000054.wav,6_dB_valve,valve,id_00,normal,00000054.wav
datasets/6_dB_valve/valve/id_00/normal/00000055.wav,6_dB_valve,valve,id_00,normal,00000055.wav
datasets/6_dB_valve/valve/id_00/normal/00000056.wav,6_dB_valve,valve,id_00,normal,00000056.wav
datasets/6_dB_valve/valve/id_00/normal/00000057.wav,6_dB_valve,valve,id_00,normal,00000057.wav
datasets/6_dB_valve/valve/id_00/normal/00000058.wav,6_dB_valve,valve,id_00,normal,00000058.wav
datasets/6_dB_valve/valve/id_00/normal/00000059.wav,6_dB_valve,valve,id_00,normal,00000059.wav
datasets/6_dB_valve/valve/id_00/normal/00000060.wav,6_dB_valve,valve,id_00,normal,00000060.wav
datasets/6_dB_valve/valve/id_00/normal/00000061.wav,6_dB_valve,valve,id_00,normal,00000061.wav
datasets/6_dB_valve/valve/id_00/normal/00000062.wav,6_dB_valve,valve,id_00,normal,00000062.wav
datasets/6_dB_valve/valve/id_00/normal/00000063.wav,6_dB_valve,valve,id_00,normal,00000063.wav
datasets/6_dB_valve/valve/id_00/normal/00000064.wav,6_dB_valve,valve,id_00,normal,00000064.wav
datasets/6_dB_valve/valve/id_00/normal/00000065.wav,6_dB_valve,valve,id_00,normal,00000065.wav
datasets/6_dB_valve/valve/id_00/normal/00000066.wav,6_dB_valve,valve,id_00,normal,00000066.wav
datasets/6_dB_valve/valve/id_00/normal/00000067.wav,6_dB_valve,valve,id_00,normal,00000067.wav
datasets/6_dB_valve/valve/id_00/normal/00000068.wav,6_dB_valve,valve,id_00,normal,00000068.wav
datasets/6_dB_valve/valve/id_00/normal/00000069.wav,6_dB_valve,valve,id_00,normal,00000069.wav
datasets/6_dB_valve/valve/id_00/normal/00000070.wav,6_dB_valve,valve,id_00,normal,00000070.wav
datasets/6_dB_valve/valve/id_00/normal/00000071.wav,6_dB_valve,valve,id_00,normal,00000071.wav
datasets/6_dB_valve/valve/id_00/normal/00000072.wav,6_dB_valve,valve,id_00,normal,00000072.wav
datasets/6_dB_valve/valve/id_00/normal/00000073.wav,6_dB_valve,valve,id_00,normal,00000073.wav
datasets/6_dB_valve/valve/id_00/normal/00000074.wav,6_dB_valve,valve,id_00,normal,00000074.wav
datasets/6_dB_valve/valve/id_00/normal/00000075.wav,6_dB_valve,valve,id_00,normal,00000075.wav
datasets/6_dB_valve/valve/id_00/normal/00000076.wav,6_dB_valve,valve,id_00,normal,00000076.wav
datasets/6_dB_valve/valve/id_00/normal/00000077.wav,6_dB_valve,valve,id_00,normal,00000077.wav
datasets/6_dB_valve/valve/id_00/normal/00000078.wav,6_dB_valve,valve,id_00,normal,00000078.wav
datasets/6_dB_valve/valve/id_00/normal/00000079.wav,6_dB_valve,valve,id_00,normal,00000079.wav
datasets/6_dB_valve/valve/id_00/normal/00000080.wav,6_dB_valve,valve,id_00,normal,00000080.wav
datasets/6_dB_valve/valve/id_00/normal/00000081.wav,6_dB_valve,valve,id_00,normal,00000081.wav
datasets/6_dB_valve/valve/id_00/normal/00000082.wav,6_dB_valve,valve,id_00,normal,00000082.wav
datasets/6_dB_valve/valve/id_00/normal/00000083.wav,6_dB_valve,valve,id_00,normal,00000083.wav
datasets/6_dB_valve/valve/id_00/normal/00000084.wav,6_dB_valve,valve,id_00,normal,00000084.wav
datasets/6_dB_valve/valve/id_00/normal/00000085.wav,6_dB_valve,valve,id_00,normal,00000085.wav
datasets/6_dB_valve/valve/id_00/normal/00000086.wav,6_dB_valve,valve,id_00,normal,00000086.wav
datasets/6_dB_valve/valve/id_00/normal/00000087.wav,6_dB_valve,valve,id_00,normal,00000087.wav
datasets/6_dB_valve/valve/id_00/normal/00000088.wav,6_dB_valve,valve,id_00,normal,00000088.wav
datasets/6_dB_valve/valve/id_00/normal/00000089.wav,6_dB_valve,valve,id_00,normal,00000089.wav
datasets/6_dB_valve/valve/id_00/normal/00000090.wav,6_dB_valve,valve,id_00,normal,00000090.wav
datasets/6_dB_valve/valve/id_00/normal/00000091.wav,6_dB_valve,valve,id_00,normal,00000091.wav
datasets/6_dB_valve/valve/id_00/normal/00000092.wav,6_dB_valve,valve,id_00,normal,00000092.wav
datasets/6_dB_valve/valve/id_00/normal/00000093.wav,6_dB_valve,valve,id_00,normal,00000093.wav
datasets/6_dB_valve/valve/id_00/normal/00000094.wav,6_dB_valve,valve,id_00,normal,00000094.wav
datasets/6_dB_valve/valve/id_00/normal/00000095.wav,6_dB_valve,valve,id_00,normal,00000095.wav
datasets/6_dB_valve/valve/id_00/normal/00000096.wav,6_dB_valve,valve,id_00,normal,00000096.wav
datasets/6_dB_valve/valve/id_00/normal/00000097.wav,6_dB_valve,valve,id_00,normal,00000097.wav
datasets/6_dB_valve/valve/id_00/normal/00000098.wav,6_dB_valve,valve,id_00,normal,00000098.wav
datasets/6_dB_valve/valve/id_00/normal/00000099.wav,6_dB_valve,valve,id_00,normal,00000099.wav
datasets/6_dB_valve/valve/id_00/normal/00000100.wav,6_dB_valve,valve,id_00,normal,00000100.wav
datasets/6_dB_valve/valve/id_00/normal/00000101.wav,6_dB_valve,valve,id_00,normal,00000101.wav
datasets/6_dB_valve/valve/id_00/normal/00000102.wav,6_dB_valve,valve,id_00,normal,00000102.wav
datasets/6_dB_valve/valve/id_00/normal/00000103.wav,6_dB_valve,valve,id_00,normal,00000103.wav
datasets/6_dB_valve/valve/id_00/normal/00000104.wav,6_dB_valve,valve,id_00,normal,00000104.wav
datasets/6_dB_valve/valve/id_00/normal/00000105.wav,6_dB_valve,valve,id_00,normal,00000105.wav
datasets/6_dB_valve/valve/id_00/normal/00000106.wav,6_dB_valve,valve,id_00,normal,00000106.wav
datasets/6_dB_valve/valve/id_00/normal/00000107.wav,6_dB_valve,valve,id_00,normal,00000107.wav
datasets/6_dB_valve/valve/id_00/normal/00000108.wav,6_dB_valve,valve,id_00,normal,00000108.wav
datasets/6_dB_valve/valve/id_00/normal/00000109.wav,6_dB_valve,valve,id_00,normal,00000109.wav
datasets/6_dB_valve/valve/id_00/normal/00000110.wav,6_dB_valve,valve,id_00,normal,00000110.wav
datasets/6_dB_valve/valve/id_00/normal/00000111.wav,6_dB_valve,valve,id_00,normal,00000111.wav
datasets/6_dB_valve/valve/id_00/normal/00000112.wav,6_dB_valve,valve,id_00,normal,00000112.wav
datasets/6_dB_valve/valve/id_00/normal/00000113.wav,6_dB_valve,valve,id_00,normal,00000113.wav
datasets/6_dB_valve/valve/id_00/normal/00000114.wav,6_dB_valve,valve,id_00,normal,00000114.wav
datasets/6_dB_valve/valve/id_00/normal/00000115.wav,6_dB_valve,valve,id_00,normal,00000115.wav
datasets/6_dB_valve/valve/id_00/normal/00000116.wav,6_dB_valve,valve,id_00,normal,00000116.wav
datasets/6_dB_valve/valve/id_00/normal/00000117.wav,6_dB_valve,valve,id_00,normal,00000117.wav
datasets/6_dB_valve/valve/id_00/normal/00000118.wav,6_dB_valve,valve,id_00,normal,00000118.wav
datasets/6_dB_valve/valve/id_00/normal/00000119.wav,6_dB_valve,valve,id_00,normal,00000119.wav
datasets/6_dB_valve/valve/id_00/normal/00000120.wav,6_dB_valve,valve,id_00,normal,00000120.wav
datasets/6_dB_valve/valve/id_00/normal/00000121.wav,6_dB_valve,valve,id_00,normal,00000121.wav
datasets/6_dB_valve/valve/id_00/normal/00000122.wav,6_dB_valve,valve,id_00,normal,00000122.wav
datasets/6_dB_valve/valve/id_00/normal/00000123.wav,6_dB_valve,valve,id_00,normal,00000123.wav
datasets/6_dB_valve/valve/id_00/normal/00000124.wav,6_dB_valve,valve,id_00,normal,00000124.wav
datasets/6_dB_valve/valve/id_00/normal/00000125.wav,6_dB_valve,valve,id_00,normal,00000125.wav
datasets/6_dB_valve/valve/id_00/normal/00000126.wav,6_dB_valve,valve,id_00,normal,00000126.wav
datasets/6_dB_valve/valve/id_00/normal/00000127.wav,6_dB_valve,valve,id_00,normal,00000127.wav
datasets/6_dB_valve/valve/id_00/normal/00000128.wav,6_dB_valve,valve,id_00,normal,00000128.wav
datasets/6_dB_valve/valve/id_00/normal/00000129.wav,6_dB_valve,valve,id_00,normal,00000129.wav
